date,matchup,game_pk,skill_direction,skill_total,skill_confidence,skill_confidence_pct,skill_prob_mapped,market_home_winprob_no_vig,market_total_line,market_favorite,market_favorite_winprob,actual_winner,actual_total,actual_home_score,actual_away_score,direction_hit,ou_hit,total_abs_error,total_signed_error,brier_score,log_loss,park_factor,has_reverse_platoon,has_chain_break_300,has_bullpen_il_2plus,closing_snapshot_ts,closing_missing,result_missing,parse_failed,dossier_path
2026-05-19,CLE@DET,824276,AWAY,7.3,MEDIUM,0.589,0.589,0.405,8.0,AWAY,0.595,AWAY,7.0,3.0,4.0,True,True,0.2999999999999998,0.2999999999999998,0.16892100000000002,0.5293290953305504,106.0,False,True,True,2026-05-19_12-00-ET.json,False,False,False,../2026-05-19/CLE@DET/dossier.md
2026-05-19,CWS@SEA,823136,HOME,8.4,LOW,0.5398,0.5398,0.58,7.5,HOME,0.58,AWAY,3.0,1.0,2.0,False,False,5.4,5.4,0.29138403999999996,0.7760941013808714,82.0,False,True,True,2026-05-19_12-00-ET.json,False,False,False,../2026-05-19/CWS@SEA/dossier.md
2026-05-19,HOU@MIN,823704,HOME,7.4,HIGH,0.8023,0.8023,0.55,8.5,HOME,0.55,AWAY,3.0,1.0,2.0,False,True,4.4,4.4,0.6436852900000001,1.621004548805566,106.0,False,False,False,2026-05-19_12-00-ET.json,False,False,False,../2026-05-19/HOU@MIN/dossier.md
2026-05-19,LAD@SD,823302,AWAY,8.0,LOW,0.5793,0.5793,0.408,8.0,AWAY,0.5920000000000001,AWAY,9.0,4.0,5.0,True,,1.0,-1.0,0.17698848999999997,0.5459348008795586,95.0,False,False,True,2026-05-19_12-00-ET.json,False,False,False,../2026-05-19/LAD@SD/dossier.md
2026-05-19,MIL@CHC,824677,持平,3.8,,0.5,0.5,0.484,7.5,AWAY,0.516,AWAY,7.0,2.0,5.0,,True,3.2,-3.2,,,92.0,False,False,True,2026-05-19_12-00-ET.json,False,False,False,../2026-05-19/MIL@CHC/dossier.md
2026-05-19,NYM@WSH,822736,AWAY,6.7,MEDIUM,0.6274,0.6274,0.442,9.0,AWAY,0.5579999999999999,HOME,15.0,9.0,6.0,False,False,8.3,-8.3,0.39363075999999997,0.9872498208146488,100.0,False,True,True,2026-05-19_12-00-ET.json,False,False,False,../2026-05-19/NYM@WSH/dossier.md
2026-05-19,PIT@STL,823059,AWAY,8.6,HIGH,0.6915,0.6915,0.522,8.0,HOME,0.522,HOME,15.0,9.0,6.0,False,True,6.4,-6.4,0.47817225,1.1760334356366946,98.0,True,True,False,2026-05-19_12-00-ET.json,False,False,False,../2026-05-19/PIT@STL/dossier.md
2026-05-19,SF@ARI,825086,AWAY,6.9,MEDIUM,0.6646,0.6646,0.527,8.5,HOME,0.527,HOME,8.0,5.0,3.0,False,True,1.0999999999999996,-1.0999999999999996,0.44169316,1.0924314295930284,101.0,True,True,True,2026-05-19_12-00-ET.json,False,False,False,../2026-05-19/SF@ARI/dossier.md
2026-05-19,TEX@COL,824356,AWAY,9.6,MEDIUM,0.6554,0.6554,0.502,10.0,HOME,0.502,AWAY,10.0,0.0,10.0,True,,0.40000000000000036,-0.40000000000000036,0.11874916,0.42250954271742286,131.0,False,False,False,2026-05-19_12-00-ET.json,False,False,False,../2026-05-19/TEX@COL/dossier.md
2026-05-19,TOR@NYY,823548,AWAY,4.3,LOW,0.5695,0.5695,0.552,8.5,HOME,0.552,HOME,9.0,5.0,4.0,False,False,4.7,-4.7,0.32433025,0.8428079551143516,96.0,False,True,False,2026-05-19_12-00-ET.json,False,False,False,../2026-05-19/TOR@NYY/dossier.md
2026-05-20,ATH@LAA,824032,AWAY,9.1,LOW,0.5497,0.5497,0.465,9.5,AWAY,0.535,AWAY,11.0,5.0,6.0,True,False,1.9000000000000004,-1.9000000000000004,0.20277009000000004,0.5983826041155225,101.0,False,True,False,2026-05-20_12-00-ET.json,False,False,False,../2026-05-20/ATH@LAA/dossier.md
2026-05-20,ATL@MIA,823866,AWAY,7.5,MEDIUM,0.6083,0.6083,0.365,7.0,AWAY,0.635,AWAY,10.0,1.0,9.0,True,True,2.5,-2.5,0.15342889000000004,0.4970870976554775,106.0,False,False,False,2026-05-20_12-00-ET.json,False,False,False,../2026-05-20/ATL@MIA/dossier.md
2026-05-20,BAL@TB,822977,AWAY,8.8,LOW,0.5596,0.5596,0.521,8.5,HOME,0.521,HOME,8.0,5.0,3.0,False,False,0.8000000000000007,0.8000000000000007,0.31315215999999996,0.8200718741336122,100.0,False,False,True,2026-05-20_12-00-ET.json,False,False,False,../2026-05-20/BAL@TB/dossier.md
2026-05-20,BOS@KC,824111,HOME,8.5,LOW,0.5695,0.5695,0.528,7.5,HOME,0.528,AWAY,7.0,3.0,4.0,False,False,1.5,1.5,0.32433025,0.8428079551143516,106.0,True,False,True,2026-05-20_12-00-ET.json,False,False,False,../2026-05-20/BOS@KC/dossier.md
2026-05-20,CIN@PHI,823462,AWAY,10.2,LOW,0.5793,0.5793,0.583,9.5,HOME,0.583,AWAY,13.0,4.0,9.0,True,True,2.8000000000000007,-2.8000000000000007,0.17698848999999997,0.5459348008795586,104.0,True,True,True,2026-05-20_12-00-ET.json,False,False,False,../2026-05-20/CIN@PHI/dossier.md
2026-05-20,CWS@SEA,823134,持平,5.7,,0.5299,0.5299,0.57,7.5,HOME,0.57,HOME,9.0,5.0,4.0,,False,3.3,-3.3,,,82.0,False,True,True,2026-05-20_12-00-ET.json,False,False,False,../2026-05-20/CWS@SEA/dossier.md
2026-05-20,HOU@MIN,823703,HOME,8.0,HIGH,0.7422,0.7422,0.57,8.0,HOME,0.57,HOME,5.0,4.0,1.0,True,,3.0,3.0,0.06646084000000002,0.29813653035563986,106.0,False,True,False,2026-05-20_12-00-ET.json,False,False,False,../2026-05-20/HOU@MIN/dossier.md
2026-05-20,LAD@SD,823299,AWAY,5.1,MEDIUM,0.6083,0.6083,0.368,7.5,AWAY,0.632,AWAY,4.0,0.0,4.0,True,True,1.0999999999999996,1.0999999999999996,0.15342889000000004,0.4970870976554775,95.0,False,False,True,2026-05-20_12-00-ET.json,False,False,False,../2026-05-20/LAD@SD/dossier.md
2026-05-20,MIL@CHC,824678,AWAY,6.5,MEDIUM,0.6462,0.6462,0.518,6.5,HOME,0.518,AWAY,5.0,0.0,5.0,True,,1.5,1.5,0.12517444,0.43664622559173916,92.0,True,False,True,2026-05-20_12-00-ET.json,False,False,False,../2026-05-20/MIL@CHC/dossier.md
2026-05-20,NYM@WSH,822735,AWAY,12.4,HIGH,0.7422,0.7422,0.461,10.0,AWAY,0.539,HOME,12.0,8.0,4.0,False,True,0.40000000000000036,0.40000000000000036,0.5508608399999999,1.3555711884770498,100.0,False,True,True,2026-05-20_12-00-ET.json,False,False,False,../2026-05-20/NYM@WSH/dossier.md
2026-05-20,PIT@STL,823057,AWAY,6.6,LOW,0.5793,0.5793,0.516,7.5,HOME,0.516,AWAY,7.0,0.0,7.0,True,True,0.40000000000000036,-0.40000000000000036,0.17698848999999997,0.5459348008795586,98.0,False,True,False,2026-05-20_12-00-ET.json,False,False,False,../2026-05-20/PIT@STL/dossier.md
2026-05-20,SF@ARI,825084,持平,10.9,,0.5299,0.5299,0.5479999999999999,8.5,HOME,0.5479999999999999,HOME,9.0,6.0,3.0,,True,1.9000000000000004,1.9000000000000004,,,101.0,True,True,True,2026-05-20_12-00-ET.json,False,False,False,../2026-05-20/SF@ARI/dossier.md
2026-05-20,TEX@COL,824355,AWAY,12.1,LOW,0.5695,0.5695,0.46399999999999997,10.0,AWAY,0.536,AWAY,9.0,4.0,5.0,True,False,3.0999999999999996,3.0999999999999996,0.18533025,0.5629964960949002,131.0,False,True,False,2026-05-20_12-00-ET.json,False,False,False,../2026-05-20/TEX@COL/dossier.md
2026-05-20,TOR@NYY,823547,HOME,3.6,MEDIUM,0.5987,0.5987,0.609,7.5,HOME,0.609,AWAY,3.0,1.0,2.0,False,True,0.6000000000000001,0.6000000000000001,0.35844169000000003,0.9130460017092661,96.0,False,True,False,2026-05-20_12-00-ET.json,False,False,False,../2026-05-20/TOR@NYY/dossier.md
2026-05-21,ATH@LAA,824031,HOME,7.9,MEDIUM,0.6274,0.6274,0.522,8.5,HOME,0.522,AWAY,5.0,2.0,3.0,False,True,2.9000000000000004,2.9000000000000004,0.39363075999999997,0.9872498208146488,101.0,False,True,False,2026-05-21_12-00-ET.json,False,False,False,../2026-05-21/ATH@LAA/dossier.md
2026-05-21,ATL@MIA,823864,持平,7.6,,0.5199,0.5199,0.442,7.5,AWAY,0.5579999999999999,AWAY,12.0,3.0,9.0,,True,4.4,-4.4,,,106.0,False,False,False,2026-05-21_12-00-ET.json,False,False,False,../2026-05-21/ATL@MIA/dossier.md
2026-05-21,CLE@DET,824274,HOME,7.4,HIGH,0.7257,0.7257,0.527,7.0,HOME,0.527,AWAY,4.0,1.0,3.0,False,False,3.4000000000000004,3.4000000000000004,0.52664049,1.2935328810385796,106.0,True,True,True,2026-05-21_12-00-ET.json,False,False,False,../2026-05-21/CLE@DET/dossier.md
2026-05-21,COL@ARI,825083,HOME,7.9,LOW,0.5695,0.5695,0.639,9.0,HOME,0.639,HOME,3.0,2.0,1.0,True,True,4.9,4.9,0.18533025,0.5629964960949002,101.0,True,True,True,2026-05-21_12-00-ET.json,False,False,False,../2026-05-21/COL@ARI/dossier.md
2026-05-21,NYM@WSH,822733,持平,5.7,,0.5299,0.5299,0.502,8.0,HOME,0.502,AWAY,3.0,1.0,2.0,,True,2.7,2.7,,,100.0,False,True,True,2026-05-21_12-00-ET.json,False,False,False,../2026-05-21/NYM@WSH/dossier.md
2026-05-21,PIT@STL,823056,AWAY,6.5,LOW,0.5497,0.5497,0.479,7.0,AWAY,0.521,AWAY,8.0,2.0,6.0,True,False,1.5,-1.5,0.20277009000000004,0.5983826041155225,98.0,False,False,False,2026-05-21_12-00-ET.json,False,False,False,../2026-05-21/PIT@STL/dossier.md
2026-05-21,TOR@NYY,823545,HOME,6.8,LOW,0.5596,0.5596,0.574,8.5,HOME,0.574,AWAY,2.0,0.0,2.0,False,True,4.8,4.8,0.31315215999999996,0.8200718741336122,96.0,False,True,False,2026-05-21_12-00-ET.json,False,False,False,../2026-05-21/TOR@NYY/dossier.md
2026-05-22,ATH@SD,823298,HOME,7.3,LOW,0.5497,0.5497,0.5479999999999999,8.0,HOME,0.5479999999999999,HOME,10.0,7.0,3.0,True,False,2.7,-2.7,0.20277009000000004,0.5983826041155225,95.0,False,True,False,2026-05-22_12-00-ET.json,False,False,False,../2026-05-22/ATH@SD/dossier.md
2026-05-22,CLE@PHI,823461,HOME,5.6,HIGH,0.7257,0.7257,0.623,6.5,HOME,0.623,AWAY,1.0,0.0,1.0,False,True,4.6,4.6,0.52664049,1.2935328810385796,104.0,False,False,False,2026-05-22_12-00-ET.json,False,False,False,../2026-05-22/CLE@PHI/dossier.md
2026-05-22,COL@ARI,825082,HOME,8.3,HIGH,0.7953,0.7953,0.649,9.0,HOME,0.649,AWAY,5.0,2.0,3.0,False,True,3.3000000000000007,3.3000000000000007,0.63250209,1.5862097863148932,101.0,False,False,True,2026-05-22_12-00-ET.json,False,False,False,../2026-05-22/COL@ARI/dossier.md
2026-05-22,CWS@SF,823223,AWAY,4.6,LOW,0.5793,0.5793,0.493,7.0,AWAY,0.507,AWAY,13.0,4.0,9.0,True,False,8.4,-8.4,0.17698848999999997,0.5459348008795586,91.0,True,True,True,2026-05-22_12-00-ET.json,False,False,False,../2026-05-22/CWS@SF/dossier.md
2026-05-22,DET@BAL,824842,HOME,8.7,MEDIUM,0.589,0.589,0.5579999999999999,8.5,HOME,0.5579999999999999,HOME,11.0,7.0,4.0,True,True,2.3000000000000007,-2.3000000000000007,0.16892100000000002,0.5293290953305504,96.0,False,False,True,2026-05-22_12-00-ET.json,False,False,False,../2026-05-22/DET@BAL/dossier.md
2026-05-22,HOU@CHC,824679,AWAY,9.5,HIGH,0.7658,0.7658,0.564,7.0,HOME,0.564,AWAY,6.0,2.0,4.0,True,False,3.5,3.5,0.054849639999999984,0.26683423993894284,92.0,False,False,True,2026-05-22_12-00-ET.json,False,False,False,../2026-05-22/HOU@CHC/dossier.md
2026-05-22,LAD@MIL,823788,HOME,5.8,LOW,0.5793,0.5793,0.505,8.5,HOME,0.505,HOME,6.0,5.0,1.0,True,True,0.20000000000000018,-0.20000000000000018,0.17698848999999997,0.5459348008795586,97.0,True,False,True,2026-05-22_12-00-ET.json,False,False,False,../2026-05-22/LAD@MIL/dossier.md
2026-05-22,MIN@BOS,824761,HOME,6.9,MEDIUM,0.6274,0.6274,0.579,7.5,HOME,0.579,AWAY,14.0,6.0,8.0,False,False,7.1,-7.1,0.39363075999999997,0.9872498208146488,104.0,True,True,False,2026-05-22_12-00-ET.json,False,False,False,../2026-05-22/MIN@BOS/dossier.md
2026-05-22,NYM@MIA,823863,持平,9.9,,0.5299,0.5299,0.509,8.0,HOME,0.509,HOME,3.0,2.0,1.0,,False,6.9,6.9,,,106.0,True,True,True,2026-05-22_12-00-ET.json,False,False,False,../2026-05-22/NYM@MIA/dossier.md
2026-05-22,PIT@TOR,822816,HOME,8.6,HIGH,0.758,0.758,0.6,8.0,HOME,0.6,HOME,8.0,6.0,2.0,True,,0.5999999999999996,0.5999999999999996,0.058564,0.2770718933397654,99.0,False,True,False,2026-05-22_12-00-ET.json,False,False,False,../2026-05-22/PIT@TOR/dossier.md
2026-05-22,SEA@KC,824110,HOME,8.8,LOW,0.5398,0.5398,0.478,8.0,AWAY,0.522,AWAY,2.0,0.0,2.0,False,False,6.800000000000001,6.800000000000001,0.29138403999999996,0.7760941013808714,106.0,True,True,True,2026-05-22_12-00-ET.json,False,False,False,../2026-05-22/SEA@KC/dossier.md
2026-05-22,STL@CIN,824518,HOME,10.0,LOW,0.5793,0.5793,0.531,9.5,HOME,0.531,TIE,0.0,0.0,0.0,False,False,10.0,10.0,0.33558849,0.8658352883856619,104.0,True,False,True,2026-05-22_12-00-ET.json,False,False,False,../2026-05-22/STL@CIN/dossier.md
2026-05-22,TB@NYY,823546,AWAY,7.4,LOW,0.5596,0.5596,0.58,8.0,HOME,0.58,AWAY,6.0,2.0,4.0,True,True,1.4000000000000004,1.4000000000000004,0.19395216,0.580533036190811,96.0,False,True,True,2026-05-22_12-00-ET.json,False,False,False,../2026-05-22/TB@NYY/dossier.md
2026-05-22,TEX@LAA,824029,持平,7.8,,0.5199,0.5199,0.419,7.5,AWAY,0.581,HOME,15.0,9.0,6.0,,True,7.2,-7.2,,,101.0,True,False,False,2026-05-22_12-00-ET.json,False,False,False,../2026-05-22/TEX@LAA/dossier.md
2026-05-23,ATH@SD,823300,持平,7.2,,0.5199,0.5199,0.48200000000000004,8.0,AWAY,0.518,HOME,2.0,2.0,0.0,,True,5.2,5.2,,,95.0,False,True,False,2026-05-23_12-00-ET.json,False,False,False,../2026-05-23/ATH@SD/dossier.md
2026-05-23,CLE@PHI,823458,HOME,7.3,HIGH,0.7808,0.7808,0.625,7.0,HOME,0.625,HOME,3.0,3.0,0.0,True,False,4.3,4.3,0.048048639999999976,0.24743624388325425,104.0,True,False,False,2026-05-23_12-00-ET.json,False,False,False,../2026-05-23/CLE@PHI/dossier.md
2026-05-23,COL@ARI,825080,HOME,9.9,MEDIUM,0.6083,0.6083,0.62,9.5,HOME,0.62,HOME,9.0,5.0,4.0,True,False,0.9000000000000004,0.9000000000000004,0.15342889000000004,0.4970870976554775,101.0,True,False,True,2026-05-23_12-00-ET.json,False,False,False,../2026-05-23/COL@ARI/dossier.md
2026-05-23,CWS@SF,823222,AWAY,6.9,HIGH,0.7658,0.7658,0.511,8.5,HOME,0.511,HOME,13.0,10.0,3.0,False,False,6.1,-6.1,0.5864496400000001,1.4515798278185201,91.0,True,True,True,2026-05-23_12-00-ET.json,False,False,False,../2026-05-23/CWS@SF/dossier.md
2026-05-23,DET@BAL,824840,AWAY,8.7,MEDIUM,0.6083,0.6083,0.5329999999999999,7.5,HOME,0.5329999999999999,TIE,0.0,0.0,0.0,False,False,8.7,8.7,0.37002888999999994,0.9372590383103513,96.0,False,False,True,2026-05-23_12-00-ET.json,False,False,False,../2026-05-23/DET@BAL/dossier.md
2026-05-23,HOU@CHC,824674,持平,7.1,,0.51,0.51,0.583,7.0,HOME,0.583,AWAY,3.0,0.0,3.0,,False,4.1,4.1,,,92.0,False,False,True,2026-05-23_12-00-ET.json,False,False,False,../2026-05-23/HOU@CHC/dossier.md
2026-05-23,LAD@MIL,823787,HOME,8.6,HIGH,0.7088,0.7088,0.486,9.0,AWAY,0.514,AWAY,14.0,3.0,11.0,False,False,5.4,-5.4,0.50239744,1.2337449626596062,97.0,False,True,True,2026-05-23_12-00-ET.json,False,False,False,../2026-05-23/LAD@MIL/dossier.md
2026-05-23,MIN@BOS,824760,AWAY,8.4,MEDIUM,0.6179,0.6179,0.535,8.0,HOME,0.535,AWAY,6.0,2.0,4.0,True,False,2.4000000000000004,2.4000000000000004,0.14600041,0.48142864691520315,104.0,False,True,False,2026-05-23_12-00-ET.json,False,False,False,../2026-05-23/MIN@BOS/dossier.md
2026-05-23,NYM@MIA,823862,HOME,7.1,MEDIUM,0.6462,0.6462,0.519,7.5,HOME,0.519,HOME,5.0,4.0,1.0,True,True,2.0999999999999996,2.0999999999999996,0.12517444,0.43664622559173916,106.0,False,True,True,2026-05-23_12-00-ET.json,False,False,False,../2026-05-23/NYM@MIA/dossier.md
2026-05-23,PIT@TOR,822814,AWAY,5.7,MEDIUM,0.6462,0.6462,0.419,7.5,AWAY,0.581,HOME,7.0,5.0,2.0,False,True,1.2999999999999998,-1.2999999999999998,0.41757444,1.039023497256452,99.0,False,True,False,2026-05-23_12-00-ET.json,False,False,False,../2026-05-23/PIT@TOR/dossier.md
2026-05-23,SEA@KC,824109,AWAY,8.7,MEDIUM,0.6462,0.6462,0.467,8.5,AWAY,0.5329999999999999,HOME,5.0,5.0,0.0,False,False,3.6999999999999993,3.6999999999999993,0.41757444,1.039023497256452,106.0,False,True,True,2026-05-23_12-00-ET.json,False,False,False,../2026-05-23/SEA@KC/dossier.md
2026-05-23,STL@CIN-G1,824518,持平,10.0,,0.5199,0.5199,0.507,9.5,HOME,0.507,AWAY,9.0,1.0,8.0,,False,1.0,1.0,,,104.0,True,True,True,2026-05-23_12-00-ET.json,False,False,False,../2026-05-23/STL@CIN-G1/dossier-G1.md
2026-05-23,STL@CIN-G2,824518,持平,10.0,,0.5199,0.5199,0.507,9.5,HOME,0.507,,,,,,False,,,,,104.0,True,True,True,2026-05-23_12-00-ET.json,False,True,False,../2026-05-23/STL@CIN-G2/dossier-G2.md
2026-05-23,TEX@LAA,824030,HOME,7.9,MEDIUM,0.589,0.589,0.439,7.5,AWAY,0.561,HOME,7.0,5.0,2.0,True,False,0.9000000000000004,0.9000000000000004,0.16892100000000002,0.5293290953305504,101.0,True,False,False,2026-05-23_12-00-ET.json,False,False,False,../2026-05-23/TEX@LAA/dossier.md
2026-05-23,WSH@ATL,824920,持平,9.3,,0.5299,0.5299,0.604,8.5,HOME,0.604,AWAY,2.0,0.0,2.0,,False,7.300000000000001,7.300000000000001,,,98.0,True,False,False,2026-05-23_12-00-ET.json,False,False,False,../2026-05-23/WSH@ATL/dossier.md
2026-05-24,ATH@SD,823297,持平,6.1,,0.51,0.51,0.6,7.5,HOME,0.6,AWAY,7.0,2.0,5.0,,True,0.9000000000000004,-0.9000000000000004,,,95.0,True,True,False,2026-05-24_12-00-ET.json,False,False,False,../2026-05-24/ATH@SD/dossier.md
2026-05-24,CLE@PHI,823459,AWAY,7.9,MEDIUM,0.6083,0.6083,0.486,7.0,AWAY,0.514,AWAY,4.0,1.0,3.0,True,False,3.9000000000000004,3.9000000000000004,0.15342889000000004,0.4970870976554775,104.0,True,False,False,2026-05-24_12-00-ET.json,False,False,False,../2026-05-24/CLE@PHI/dossier.md
2026-05-24,COL@ARI,825081,HOME,10.5,LOW,0.5695,0.5695,0.643,9.0,HOME,0.643,HOME,10.0,9.0,1.0,True,True,0.5,0.5,0.18533025,0.5629964960949002,101.0,True,False,True,2026-05-24_12-00-ET.json,False,False,False,../2026-05-24/COL@ARI/dossier.md
2026-05-24,CWS@SF,823220,AWAY,8.5,MEDIUM,0.6083,0.6083,0.522,8.0,HOME,0.522,HOME,13.0,8.0,5.0,False,True,4.5,-4.5,0.37002888999999994,0.9372590383103513,91.0,False,True,True,2026-05-24_12-00-ET.json,False,False,False,../2026-05-24/CWS@SF/dossier.md
2026-05-24,DET@BAL-G1,824839,AWAY,8.6,MEDIUM,0.5987,0.5987,0.536,8.0,HOME,0.536,HOME,8.0,5.0,3.0,False,,0.5999999999999996,0.5999999999999996,0.35844169000000003,0.9130460017092661,96.0,False,False,True,2026-05-24_12-00-ET.json,False,False,False,../2026-05-24/DET@BAL-G1/dossier-G1.md
2026-05-24,DET@BAL-G2,824839,AWAY,8.6,MEDIUM,0.5987,0.5987,0.536,8.0,HOME,0.536,,,,,,False,,,,,96.0,False,False,True,2026-05-24_12-00-ET.json,False,True,False,../2026-05-24/DET@BAL-G2/dossier-G2.md
2026-05-24,HOU@CHC,824676,持平,5.4,,0.5,0.5,0.61,7.0,HOME,0.61,AWAY,13.0,5.0,8.0,,False,7.6,-7.6,,,92.0,True,True,True,2026-05-24_12-00-ET.json,False,False,False,../2026-05-24/HOU@CHC/dossier.md
2026-05-24,LAD@MIL,823786,AWAY,10.0,HIGH,0.6915,0.6915,0.41200000000000003,8.0,AWAY,0.588,AWAY,6.0,1.0,5.0,True,False,4.0,4.0,0.09517225,0.36889212787732417,97.0,False,False,True,2026-05-24_12-00-ET.json,False,False,False,../2026-05-24/LAD@MIL/dossier.md
2026-05-24,MIN@BOS,824759,HOME,7.8,MEDIUM,0.6179,0.6179,0.619,7.5,HOME,0.619,AWAY,11.0,5.0,6.0,False,True,3.2,-3.2,0.38180041,0.9620729245292828,104.0,True,True,False,2026-05-24_12-00-ET.json,False,False,False,../2026-05-24/MIN@BOS/dossier.md
2026-05-24,NYM@MIA,823861,持平,6.2,,0.5,0.5,0.541,7.5,HOME,0.541,HOME,4.0,4.0,0.0,,True,2.2,2.2,,,106.0,True,True,True,2026-05-24_12-00-ET.json,False,False,False,../2026-05-24/NYM@MIA/dossier.md
2026-05-24,PIT@TOR,822813,HOME,5.1,MEDIUM,0.6646,0.6646,0.615,7.5,HOME,0.615,AWAY,5.0,1.0,4.0,False,True,0.09999999999999964,0.09999999999999964,0.44169316,1.0924314295930284,99.0,False,True,False,2026-05-24_12-00-ET.json,False,False,False,../2026-05-24/PIT@TOR/dossier.md
2026-05-24,SEA@KC,824108,HOME,6.2,LOW,0.5398,0.5398,0.475,8.0,AWAY,0.525,HOME,14.0,8.0,6.0,True,False,7.8,-7.8,0.21178404000000006,0.6165565783982329,106.0,False,False,True,2026-05-24_12-00-ET.json,False,False,False,../2026-05-24/SEA@KC/dossier.md
2026-05-24,STL@CIN,824514,AWAY,12.6,HIGH,0.6915,0.6915,0.527,10.0,HOME,0.527,TIE,0.0,0.0,0.0,False,False,12.6,12.6,0.47817225,1.1760334356366946,104.0,False,True,False,2026-05-24_12-00-ET.json,False,False,False,../2026-05-24/STL@CIN/dossier.md
2026-05-24,TB@NYY,823544,HOME,6.9,MEDIUM,0.6083,0.6083,0.552,7.0,HOME,0.552,HOME,2.0,2.0,0.0,True,True,4.9,4.9,0.15342889000000004,0.4970870976554775,96.0,False,False,True,2026-05-24_12-00-ET.json,False,False,False,../2026-05-24/TB@NYY/dossier.md
2026-05-24,TEX@LAA,824028,HOME,6.8,MEDIUM,0.6554,0.6554,0.522,8.0,HOME,0.522,HOME,3.0,2.0,1.0,True,True,3.8,3.8,0.11874916,0.42250954271742286,101.0,True,False,False,2026-05-24_12-00-ET.json,False,False,False,../2026-05-24/TEX@LAA/dossier.md
2026-05-24,WSH@ATL,824921,HOME,8.4,MEDIUM,0.5987,0.5987,0.598,8.5,HOME,0.598,AWAY,3.0,1.0,2.0,False,True,5.4,5.4,0.35844169000000003,0.9130460017092661,98.0,False,True,False,2026-05-24_12-00-ET.json,False,False,False,../2026-05-24/WSH@ATL/dossier.md
2026-05-25,ARI@SF,823219,HOME,6.9,HIGH,0.7808,0.7808,0.5479999999999999,7.5,HOME,0.5479999999999999,AWAY,8.0,2.0,6.0,False,False,1.0999999999999996,-1.0999999999999996,0.6096486400000001,1.5177707239082767,91.0,True,True,True,2026-05-25_12-00-ET.json,False,False,False,../2026-05-25/ARI@SF/dossier.md
2026-05-25,CHC@PIT,823380,AWAY,5.3,LOW,0.5497,0.5497,0.469,8.5,AWAY,0.531,HOME,3.0,2.0,1.0,False,True,2.3,2.3,0.30217008999999995,0.7978412516746111,102.0,False,False,True,2026-05-25_12-00-ET.json,False,False,False,../2026-05-25/CHC@PIT/dossier.md
2026-05-25,CIN@NYM,823625,HOME,9.7,HIGH,0.8473,0.8473,0.58,7.5,HOME,0.58,AWAY,9.0,2.0,7.0,False,True,0.6999999999999993,0.6999999999999993,0.71791729,1.8792800667575507,96.0,False,True,True,2026-05-25_12-00-ET.json,False,False,False,../2026-05-25/CIN@NYM/dossier.md
2026-05-25,COL@LAD,823948,HOME,9.1,MEDIUM,0.6083,0.6083,0.7390000000000001,8.5,HOME,0.7390000000000001,HOME,8.0,5.0,3.0,True,False,1.0999999999999996,1.0999999999999996,0.15342889000000004,0.4970870976554775,98.0,False,False,True,2026-05-25_12-00-ET.json,False,False,False,../2026-05-25/COL@LAD/dossier.md
2026-05-25,HOU@TEX,822899,HOME,9.6,HIGH,0.7257,0.7257,0.522,8.0,HOME,0.522,AWAY,9.0,0.0,9.0,False,True,0.5999999999999996,0.5999999999999996,0.52664049,1.2935328810385796,96.0,False,False,False,2026-05-25_12-00-ET.json,False,False,False,../2026-05-25/HOU@TEX/dossier.md
2026-05-25,MIA@TOR,822812,HOME,5.6,HIGH,0.758,0.758,0.591,7.5,HOME,0.591,AWAY,10.0,2.0,8.0,False,False,4.4,-4.4,0.574564,1.4188175528254507,99.0,False,False,False,2026-05-25_12-00-ET.json,False,False,False,../2026-05-25/MIA@TOR/dossier.md
2026-05-25,MIN@CWS,824598,AWAY,6.7,MEDIUM,0.6083,0.6083,0.507,8.5,HOME,0.507,HOME,4.0,3.0,1.0,False,True,2.7,2.7,0.37002888999999994,0.9372590383103513,97.0,False,True,True,2026-05-25_12-00-ET.json,False,False,False,../2026-05-25/MIN@CWS/dossier.md
2026-05-25,NYY@KC,824107,AWAY,7.3,MEDIUM,0.6083,0.6083,0.45799999999999996,8.5,AWAY,0.542,AWAY,7.0,3.0,4.0,True,True,0.2999999999999998,0.2999999999999998,0.15342889000000004,0.4970870976554775,106.0,True,False,True,2026-05-25_12-00-ET.json,False,False,False,../2026-05-25/NYY@KC/dossier.md
2026-05-25,PHI@SD,823296,AWAY,5.6,LOW,0.5596,0.5596,0.48200000000000004,7.0,AWAY,0.518,AWAY,3.0,0.0,3.0,True,True,2.5999999999999996,2.5999999999999996,0.19395216,0.580533036190811,95.0,False,False,False,2026-05-25_12-00-ET.json,False,False,False,../2026-05-25/PHI@SD/dossier.md
2026-05-25,SEA@OAK,825005,AWAY,10.5,LOW,0.5497,0.5497,0.486,10.5,AWAY,0.514,AWAY,11.0,2.0,9.0,True,,0.5,-0.5,0.20277009000000004,0.5983826041155225,109.0,False,False,True,2026-05-25_12-00-ET.json,False,False,False,../2026-05-25/SEA@OAK/dossier.md
2026-05-25,STL@MIL,823784,HOME,6.5,HIGH,0.7953,0.7953,0.662,7.5,HOME,0.662,HOME,6.0,5.0,1.0,True,True,0.5,0.5,0.041902089999999996,0.22903587701904748,97.0,True,True,True,2026-05-25_12-00-ET.json,False,False,False,../2026-05-25/STL@MIL/dossier.md
